stream,site,subsite,site_group,date,count,trap_status
battle creek,lbc,lbc,battle creek,1999-10-15,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-16,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-10-17,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-18,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-19,0,trap fishing - zero catch
battle creek,lbc,lbc,battle creek,1999-10-20,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-21,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-22,4,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-23,0,trap fishing - zero catch
battle creek,lbc,lbc,battle creek,1999-10-24,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-25,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-26,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-27,4,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-28,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-10-29,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-10-30,6,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-10-31,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-01,5,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-02,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-03,3,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-04,0,trap fishing - zero catch
battle creek,lbc,lbc,battle creek,1999-11-05,0,trap fishing - zero catch
battle creek,lbc,lbc,battle creek,1999-11-06,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-07,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-08,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-09,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-10,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-11,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-12,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-13,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-14,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-15,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-16,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-17,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-18,11,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-19,22,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-20,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-11-21,2,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-22,3,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-23,4,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-24,5,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-25,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-26,0,trap fishing - zero catch
battle creek,lbc,lbc,battle creek,1999-11-27,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-28,1,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-29,3,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-11-30,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-01,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-02,11,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-03,5,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-04,4,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-05,4,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-06,5,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-07,23,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-08,21,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-09,19,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-10,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-11,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-12,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-13,60,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-14,49,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-15,56,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-16,79,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-17,42,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-18,34,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-19,22,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-20,40,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-21,35,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-22,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-23,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-24,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-25,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-26,NA,trap not fishing
battle creek,lbc,lbc,battle creek,1999-12-27,439,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-28,651,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-29,893,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-30,992,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,1999-12-31,979,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-01,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-02,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-03,780,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-04,879,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-05,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-06,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-07,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-08,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-09,2168,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-10,3299,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-11,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-12,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-13,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-14,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-15,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-16,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-17,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-18,2337,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-19,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-20,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-21,5444,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-22,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-23,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-01-24,2786,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-25,6422,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-26,9239,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-27,6512,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-28,2207,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-29,4607,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-30,3605,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-01-31,23647,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-01,4625,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-02,18126,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-03,18472,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-04,18424,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-05,9296,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-06,17540,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-07,10395,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-08,15504,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-09,12045,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-10,65980,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-11,8672,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-12,20493,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-13,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-02-14,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-02-15,3590,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-16,1632,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-17,3383,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-18,1369,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-19,1367,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-20,340,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-21,3332,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-22,3702,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-23,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-02-24,1461,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-25,923,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-26,628,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-02-27,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-02-28,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-02-29,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-03-01,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-03-02,411,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-03,486,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-04,497,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-05,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-03-06,88,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-07,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-03-08,6,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-09,175,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-10,211,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-11,3,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-12,112,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-13,103,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-14,99,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-15,188,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-16,16,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-17,17,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-18,24,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-19,12,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-20,18,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-21,26,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-22,4,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-23,14,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-24,16,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-25,24,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-26,14,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-27,28,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-28,39,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-29,68,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-30,93,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-03-31,105,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-01,84,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-02,90,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-03,155,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-04,158,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-05,169,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-06,128,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-07,152,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-08,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-04-09,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-04-10,54,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-11,273,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-12,136,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-13,142,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-14,287,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-15,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-04-16,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-04-17,757,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-18,1807,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-19,386,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-20,286,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-21,264,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-22,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-04-23,NA,trap not fishing
battle creek,lbc,lbc,battle creek,2000-04-24,336,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-25,854,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-26,589,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-27,860,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-28,360,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-29,386,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-04-30,408,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-01,450,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-02,313,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-03,421,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-04,188,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-05,312,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-06,131,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-07,217,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-08,246,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-09,163,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-10,131,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-11,158,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-12,206,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-13,98,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-14,142,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-15,97,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-16,365,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-17,45,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-18,168,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-19,94,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-20,156,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-21,164,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-22,203,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-23,204,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-24,179,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-25,192,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-26,127,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-27,169,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-28,138,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-29,113,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-30,149,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-05-31,106,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-01,104,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-02,170,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-03,117,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-04,150,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-05,115,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-06,52,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-07,60,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-08,53,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-09,49,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-10,24,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-11,31,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-12,12,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-13,22,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-14,11,trap fishing - fish caught
battle creek,lbc,lbc,battle creek,2000-06-15,19,trap fishing - fish caught
